用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,商品
20350713735,很好,2024-01-07 22:47:09,0,0,5,2024-01-11 08:17:45,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20632539767,是老上海的味道，吃了放不下，回味甜甜的丶,2024-02-02 13:29:50,0,0,5,2024-03-28 20:39:59,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20632039664,味道不错吧,2024-03-27 00:54:51,0,0,4,2024-03-28 18:39:39,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20749957635,萌佳萌的上海熏鱼味道不错，已经再次购买。,2024-04-07 17:44:11,0,0,5,2024-04-29 23:51:35,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20696476487,地方小吃。传统食品，习放心食用，值得品尝。放心吧。,2024-04-09 12:48:14,0,0,5,2024-04-15 15:03:15,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20614688079,好,2024-03-21 21:35:56,0,0,5,2024-03-24 10:19:19,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20598153321,东西对得起这个价，已多次回。,2024-03-15 23:18:03,0,1,5,2024-03-19 17:30:22,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20462363398,不错不错！,2024-02-03 16:39:33,0,0,5,2024-02-06 15:51:09,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20447596486,满意,2024-01-31 17:51:10,0,0,5,2024-02-02 10:39:19,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20434741539,买了几次了，家里人都喜欢吃，价格也合适。,2024-01-26 10:01:24,0,0,5,2024-01-29 19:00:07,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20180729029,送朋友的，还好还好哈！,2023-11-23 10:46:26,0,0,5,2023-11-25 14:03:31,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20636348476,收到还没有吃了,2024-03-27 12:04:33,0,0,5,2024-03-29 21:43:45,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20761444784,"不建议老年人购买&mdash;&mdash;1、鱼肉较硬，不好咬不动；2、小鱼刺多，扎牙龈。
其它还行😁",2024-04-30 23:45:34,0,0,3,2024-05-03 14:47:49,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20623386496,2月的包装日期，还没吃,2024-03-24 15:30:06,0,0,5,2024-03-26 14:17:02,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20620792710,生产日期是2月的，还没吃,2024-03-24 15:09:07,0,0,5,2024-03-25 19:35:50,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20567577549,收到,2024-03-08 19:54:08,0,0,5,2024-03-11 13:14:09,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20491762531,熏鱼好吃，买了两份十多袋，都不够我给家中亲戚们分的，我自己家只吃了一袋，就没了，下次再买些吃吧。,2023-12-31 17:07:28,0,0,5,2024-02-20 11:52:27,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20375122773,今天收到商品。,2024-01-15 20:35:40,0,0,5,2024-01-18 15:21:41,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20664665634,一个链接是5包，一包就这么一点点，真空包装的，保质期长，腥气重，味道不好吃。,2024-04-03 13:06:15,0,0,5,2024-04-06 18:54:40,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20512179538,鱼太甜，根本无法吃。很差,2024-02-02 08:04:26,0,0,5,2024-02-26 12:08:48,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20666783993,萌佳萌上海熏鱼，首先，除了送货较快，包装也很好，袋装內附锡纸，保证熏鱼新鲜，且原汁原味。其次，熏鱼；色酱黄浓，体现地道老上海本帮做工。鱼块个大，无碎。再次，味；鲜、汁浓郁，吃口鲜美，且骨刺少，鱼肉嫩而又嚼劲，不失老上海熏鱼之味，乃匠心所作。,2024-04-04 17:19:24,0,0,5,2024-04-07 11:32:26,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20622626576,日期新鲜，我拿来当下酒菜的，原味的味道竟然更好，确实很棒，酱汁味道浓郁，很有老上海的风味，日常可以当小零食吃，喝酒可以当下酒菜吃，日常可以多买点，不然到时候想吃的时候还要等快递📦,2024-03-20 10:24:22,1,0,5,2024-03-26 10:53:23,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20609755128,拿回来就拆封了，尝了一下味道不错，肉质新鲜，配料简单可放心购买，物美价廉！纸袋外包装完好无损而且还很环保。快递很快。以后会回购！,2024-03-21 14:12:23,1,0,5,2024-03-22 20:31:36,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20776428408,"萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200*2收到。刚收到，还没有来的及品尝，看评价还不错就下单了。好歹买来尝一下就知道有没有下一次了，但愿是想象中的美味。
包装完好无损，投递速度很快，服务态度好。",2024-05-05 12:06:51,0,0,5,2024-05-07 17:16:02,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20736558171,想吃熏鱼选择多家。从鱼种鲢鱼肉更细腻，比草鱼更嫩些。做成品菜，一般会添加更多的添加剂。这家熏鱼很好，配料表干净健康。很适合外出食用，补充些营养。如果再减些含盐量会更理想。,2024-04-23 20:27:42,0,0,5,2024-04-26 14:29:08,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20700492515,特别特别特别好，没有任何破损的地方，外观也好看，好评！,2024-04-13 22:33:35,0,0,5,2024-04-16 16:38:32,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20686540693,上海熏鱼收到货了，我家爱吃的鱼，还是以前吃过的味道，咸中带甜，香味浓浓的，下饭很好吃，真空包装，连袋子加热即可，这次一下就购买了四袋，，买了两袋香辣味的，尝尝鲜，日期很近，是今年3月生产的，很满意。,2024-04-08 17:29:22,0,0,5,2024-04-12 18:04:52,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20675299961,我是PLUS！我骄傲！这次购物体验一般一般！亚洲第三！不丑不丑！世界第九！经常网购，一如既往的好，多次购买了，货已经收到，满满的爱，宝贝很满意！,2024-04-04 21:33:22,0,0,5,2024-04-09 16:03:00,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20667382276,美味可口，还有赠品。,2024-03-31 07:32:37,0,0,5,2024-04-07 14:15:57,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20662825987,价廉物美，很好吃，赞一个。,2024-04-03 10:42:13,0,0,5,2024-04-06 10:35:10,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20635519849,熏鱼收到货了，味道不错咸中带甜，是我家爱吃的鱼，满意。,2024-03-25 18:47:01,0,0,5,2024-03-29 17:49:14,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20598589762,购买多次了，味道好极了，物流也很快，值得推荐购买！,2024-03-15 15:04:03,0,0,5,2024-03-19 19:27:36,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20369286021,不好吃，一点不酥。 很腻,2024-01-13 14:19:15,0,0,1,2024-01-16 20:09:13,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20325968335,商品很好、我们已经是回购了,2024-01-03 14:32:12,0,0,5,2024-01-04 11:52:48,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20061915014,货品收到，薰鱼的味道很好，性价比高，物流也很快。还会复购的。,2023-10-27 15:13:31,0,1,5,2023-10-30 18:42:12,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20350713735,很好,2024-01-07 22:47:09,0,0,5,2024-01-11 08:17:45,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20325968335,商品很好、我们已经是回购了,2024-01-03 14:32:12,0,0,5,2024-01-04 11:52:48,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20180729029,送朋友的，还好还好哈！,2023-11-23 10:46:26,0,0,5,2023-11-25 14:03:31,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20608313200,此用户未填写评价内容,2024-03-20 06:36:47,0,0,5,2024-03-22 13:38:41,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20664665634,一个链接是5包，一包就这么一点点，真空包装的，保质期长，腥气重，味道不好吃。,2024-04-03 13:06:15,0,0,5,2024-04-06 18:54:40,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20753024371,这款萌佳萌上海熏鱼（200g/袋装酥鱼排草鱼块），实物与商家产品描述相符，开袋即食，口感很好，满意的京东网购，快递迅速，谢谢！,2024-03-20 21:31:16,0,0,5,2024-04-30 21:06:53,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20609755128,拿回来就拆封了，尝了一下味道不错，肉质新鲜，配料简单可放心购买，物美价廉！纸袋外包装完好无损而且还很环保。快递很快。以后会回购！,2024-03-21 14:12:23,1,0,5,2024-03-22 20:31:36,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20622626576,日期新鲜，我拿来当下酒菜的，原味的味道竟然更好，确实很棒，酱汁味道浓郁，很有老上海的风味，日常可以当小零食吃，喝酒可以当下酒菜吃，日常可以多买点，不然到时候想吃的时候还要等快递📦,2024-03-20 10:24:22,1,0,5,2024-03-26 10:53:23,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20475967866,这款上海风味熏鱼还不错，日期还算新鲜，味道不算咸有淡淡的甜，符合江浙地区的口味，美中不足是用鲢鱼做的，肉有点松散，如果用青鱼或草鱼就更好了。,2024-02-01 21:58:57,0,0,5,2024-02-14 10:12:05,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20635519849,熏鱼收到货了，味道不错咸中带甜，是我家爱吃的鱼，满意。,2024-03-25 18:47:01,0,0,5,2024-03-29 17:49:14,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20466312846,商品收到了，物流很快，日期新鲜，真空包装，味道还不错，汤汁很多，整体来说还是很不错的，店家服务态度很好，而且质量也很好，老板还送了一袋零食，满意的购物。,2024-02-04 22:35:59,0,0,5,2024-02-07 21:57:57,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20598589762,购买多次了，味道好极了，物流也很快，值得推荐购买！,2024-03-15 15:04:03,0,0,5,2024-03-19 19:27:36,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20768358530,顶好的，口感不错，很好吃。,2024-05-02 15:19:49,0,0,5,2024-05-05 14:47:09,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20613436836,以前就买过这种熏鱼，很好吃的，满意。,2024-03-21 10:14:42,0,0,5,2024-03-23 21:02:07,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20620792710,生产日期是2月的，还没吃,2024-03-24 15:09:07,0,0,5,2024-03-25 19:35:50,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20660314131,很好吃，我已回购两次,2024-04-01 17:40:58,0,0,5,2024-04-05 15:02:31,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20700492515,特别特别特别好，没有任何破损的地方，外观也好看，好评！,2024-04-13 22:33:35,0,0,5,2024-04-16 16:38:32,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20512179538,鱼太甜，根本无法吃。很差,2024-02-02 08:04:26,0,0,5,2024-02-26 12:08:48,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20709977160,经常购买此熏鱼 ，喜欢此味道。生产日期都是3月份的，快递很快。,2024-04-17 14:17:35,0,0,5,2024-04-19 10:25:52,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20709971261,熏鱼收到，经常购买，感觉味道不错，快递很快。日期很新。,2024-04-17 14:17:35,0,0,5,2024-04-19 10:23:20,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20666783993,萌佳萌上海熏鱼，首先，除了送货较快，包装也很好，袋装內附锡纸，保证熏鱼新鲜，且原汁原味。其次，熏鱼；色酱黄浓，体现地道老上海本帮做工。鱼块个大，无碎。再次，味；鲜、汁浓郁，吃口鲜美，且骨刺少，鱼肉嫩而又嚼劲，不失老上海熏鱼之味，乃匠心所作。,2024-04-04 17:19:24,0,0,5,2024-04-07 11:32:26,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20636348476,收到还没有吃了,2024-03-27 12:04:33,0,0,5,2024-03-29 21:43:45,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20776428408,"萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200*2收到。刚收到，还没有来的及品尝，看评价还不错就下单了。好歹买来尝一下就知道有没有下一次了，但愿是想象中的美味。
包装完好无损，投递速度很快，服务态度好。",2024-05-05 12:06:51,0,0,5,2024-05-07 17:16:02,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20686540693,上海熏鱼收到货了，我家爱吃的鱼，还是以前吃过的味道，咸中带甜，香味浓浓的，下饭很好吃，真空包装，连袋子加热即可，这次一下就购买了四袋，，买了两袋香辣味的，尝尝鲜，日期很近，是今年3月生产的，很满意。,2024-04-08 17:29:22,0,0,5,2024-04-12 18:04:52,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20670459419,送货很快，吃了一袋，味道不错，下次还会买的。,2024-03-19 23:07:47,0,0,5,2024-04-08 11:02:28,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20748298541,还好啦，非常方便，味道也不错，喜欢！,2024-04-26 10:07:04,0,0,5,2024-04-29 16:02:51,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20736558171,想吃熏鱼选择多家。从鱼种鲢鱼肉更细腻，比草鱼更嫩些。做成品菜，一般会添加更多的添加剂。这家熏鱼很好，配料表干净健康。很适合外出食用，补充些营养。如果再减些含盐量会更理想。,2024-04-23 20:27:42,0,0,5,2024-04-26 14:29:08,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20741390445,刚刚收到，打开吃了一块，味道还可以。,2024-04-25 12:04:50,0,0,5,2024-04-27 19:30:21,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20563062602,上海老味道，口感纯正，物美价廉。,2024-03-08 03:20:36,0,0,5,2024-03-10 11:10:01,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20667561399,此用户未填写评价内容,2024-04-05 06:58:34,0,0,5,2024-04-07 15:04:57,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20632539767,是老上海的味道，吃了放不下，回味甜甜的丶,2024-02-02 13:29:50,0,0,5,2024-03-28 20:39:59,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20753037591,这款萌佳萌上海熏鱼（200g/袋装酥鱼排草鱼块），实物与商家产品描述相符，开袋即食，口感很好，满意的京东网购，快递迅速，谢谢！,2024-03-20 21:31:16,0,0,5,2024-04-30 21:09:50,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20706545747,品质挺好的，我跟我媳妇都挺喜欢吃的，刚开包的时候带点汤，更喜欢放干了吃，把包打开，放干了，拿着当零食吃，挺好的,2024-03-24 12:13:37,0,0,5,2024-04-18 11:03:27,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20585480179,很好吃实惠一袋吃了两顿。甜口有汁水不很多，重量是有保证的，物流很快包装完好无损回购&there4;,2024-03-11 17:44:46,0,0,5,2024-03-16 10:33:09,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20456943511,买来准备过年当凉菜的，结果都给兄弟姐妹分了，自己只尝了一袋原味的，后悔买少了。味道不错，实惠，好吃，👍。,2023-12-31 17:07:28,0,0,5,2024-02-04 20:48:07,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20491762531,熏鱼好吃，买了两份十多袋，都不够我给家中亲戚们分的，我自己家只吃了一袋，就没了，下次再买些吃吧。,2023-12-31 17:07:28,0,0,5,2024-02-20 11:52:27,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20696476487,地方小吃。传统食品，习放心食用，值得品尝。放心吧。,2024-04-09 12:48:14,0,0,5,2024-04-15 15:03:15,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20749957635,萌佳萌的上海熏鱼味道不错，已经再次购买。,2024-04-07 17:44:11,0,0,5,2024-04-29 23:51:35,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20662825987,价廉物美，很好吃，赞一个。,2024-04-03 10:42:13,0,0,5,2024-04-06 10:35:10,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20598153321,东西对得起这个价，已多次回。,2024-03-15 23:18:03,0,1,5,2024-03-19 17:30:22,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20462363398,不错不错！,2024-02-03 16:39:33,0,0,5,2024-02-06 15:51:09,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20667382276,美味可口，还有赠品。,2024-03-31 07:32:37,0,0,5,2024-04-07 14:15:57,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20623386496,2月的包装日期，还没吃,2024-03-24 15:30:06,0,0,5,2024-03-26 14:17:02,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20434741539,买了几次了，家里人都喜欢吃，价格也合适。,2024-01-26 10:01:24,0,0,5,2024-01-29 19:00:07,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20325968335,商品很好、我们已经是回购了,2024-01-03 14:32:12,0,0,5,2024-01-04 11:52:48,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20061915014,货品收到，薰鱼的味道很好，性价比高，物流也很快。还会复购的。,2023-10-27 15:13:31,0,1,5,2023-10-30 18:42:12,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20180729029,送朋友的，还好还好哈！,2023-11-23 10:46:26,0,0,5,2023-11-25 14:03:31,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20375122773,今天收到商品。,2024-01-15 20:35:40,0,0,5,2024-01-18 15:21:41,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20632039664,味道不错吧,2024-03-27 00:54:51,0,0,4,2024-03-28 18:39:39,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
20780458483,好！,2024-05-04 17:49:53,0,0,5,2024-05-08 18:31:59,萌佳萌上海熏鱼200g/袋酥鱼排草鱼块苏式爆鱼熟食下酒菜零食常温 上海熏鱼200g*1
